"word","sentiment","translatedContent"
"feeling","sorpresa","sensación"
"feeling","confianza","sensación"
"feigned","negativo","fingido"
"felicity","alegria","felicidad"
"felicity","positivo","felicidad"
"fell","negativo","cayó"
"fell","tristeza","cayó"
"fellow","positivo","compañero"
"fellow","confianza","compañero"
"fellowship","positivo","compañerismo"
"felon","miedo","felón"
"felon","negativo","felón"
"felony","negativo","delito"
"female","positivo","hembra"
"fenced","enfado","cercado"
"fender","confianza","defensa"
"ferment","anticipacion","fermentar"
"ferment","negativo","fermentar"
"fermentation","anticipacion","fermentación"
"ferocious","enfado","feroz"
"ferocious","desagrado","feroz"
"ferocious","miedo","feroz"
"ferocious","negativo","feroz"
"ferocity","enfado","ferocidad"
"ferocity","negativo","ferocidad"
"fertile","positivo","fértil"
"fervor","enfado","fervor"
"fervor","alegria","fervor"
"fervor","positivo","fervor"
"festival","anticipacion","festival"
"festival","alegria","festival"
"festival","positivo","festival"
"festival","sorpresa","festival"
"festive","alegria","festivo"
"festive","positivo","festivo"
"fete","anticipacion","fiesta"
"fete","alegria","fiesta"
"fete","positivo","fiesta"
"fete","sorpresa","fiesta"
"feud","enfado","feudo"
"feud","negativo","feudo"
"feudal","negativo","feudal"
"feudalism","enfado","feudalismo"
"feudalism","negativo","feudalismo"
"feudalism","tristeza","feudalismo"
"fever","miedo","fiebre"
"feverish","negativo","febril"
"fiasco","negativo","fiasco"
"fib","enfado","mentira"
"fib","negativo","mentira"
"fickle","negativo","voluble"
"fictitious","negativo","ficticio"
"fidelity","alegria","fidelidad"
"fidelity","positivo","fidelidad"
"fidelity","confianza","fidelidad"
"fiend","enfado","demonio"
"fiend","desagrado","demonio"
"fiend","miedo","demonio"
"fiend","negativo","demonio"
"fierce","enfado","feroz"
"fierce","desagrado","feroz"
"fierce","miedo","feroz"
"fierce","negativo","feroz"
"fiesta","anticipacion","fiesta"
"fiesta","alegria","fiesta"
"fiesta","positivo","fiesta"
"fiesta","sorpresa","fiesta"
"fiesta","confianza","fiesta"
"fight","enfado","lucha"
"fight","miedo","lucha"
"fight","negativo","lucha"
"fighting","enfado","luchando"
"fighting","negativo","luchando"
"filibuster","negativo","filibustero"
"fill","confianza","llenar"
"filth","desagrado","inmundicia"
"filth","negativo","inmundicia"
"filthy","desagrado","inmundo"
"filthy","negativo","inmundo"
"finally","anticipacion","finalmente"
"finally","desagrado","finalmente"
"finally","alegria","finalmente"
"finally","positivo","finalmente"
"finally","sorpresa","finalmente"
"finally","confianza","finalmente"
"finery","positivo","galas"
"finesse","positivo","finura"
"fire","miedo","fuego"
"firearms","enfado","armas de fuego"
"firearms","miedo","armas de fuego"
"firearms","negativo","armas de fuego"
"fireball","positivo","bola de fuego"
"fireman","confianza","bombero"
"fireproof","positivo","incombustible"
"firmness","positivo","firmeza"
"firmness","confianza","firmeza"
"firstborn","anticipacion","Primogénito"
"firstborn","alegria","Primogénito"
"firstborn","positivo","Primogénito"
"firstborn","confianza","Primogénito"
"fits","enfado","encaja"
"fits","negativo","encaja"
"fitting","anticipacion","adecuado"
"fitting","alegria","adecuado"
"fitting","positivo","adecuado"
"fitting","confianza","adecuado"
"fixed","confianza","fijo"
"fixture","positivo","accesorio"
"flabby","desagrado","flácido"
"flabby","negativo","flácido"
"flaccid","negativo","flácido"
"flaccid","tristeza","flácido"
"flagging","negativo","flojo"
"flagrant","enfado","flagrante"
"flagrant","desagrado","flagrante"
"flagrant","negativo","flagrante"
"flagship","confianza","buque insignia"
"flake","negativo","escama"
"flange","confianza","brida"
"flap","negativo","solapa"
"flattering","alegria","halagador"
"flattering","positivo","halagador"
"flatulence","desagrado","flatulencia"
"flatulence","negativo","flatulencia"
"flaunt","negativo","lucir"
"flaw","negativo","falla"
"flaw","tristeza","falla"
"flea","desagrado","pulga"
"flea","negativo","pulga"
"fled","miedo","huyó"
"flee","miedo","huir"
"flee","negativo","huir"
"fleece","enfado","lana"
"fleece","desagrado","lana"
"fleece","negativo","lana"
"fleece","tristeza","lana"
"fleet","positivo","flota"
"flesh","desagrado","carne"
"fleshy","negativo","carnoso"
"flexibility","positivo","flexibilidad"
"flinch","anticipacion","retroceder"
"flinch","desagrado","retroceder"
"flinch","miedo","retroceder"
"flinch","negativo","retroceder"
"flinch","tristeza","retroceder"
"flinch","sorpresa","retroceder"
"flirt","anticipacion","Ligar"
"flirt","alegria","Ligar"
"flirt","negativo","Ligar"
"flirt","positivo","Ligar"
"flirt","sorpresa","Ligar"
"flirt","confianza","Ligar"
"flog","enfado","azotar"
"flog","desagrado","azotar"
"flog","miedo","azotar"
"flog","negativo","azotar"
"flog","tristeza","azotar"
"flood","miedo","inundar"
"flop","desagrado","fracaso"
"flop","negativo","fracaso"
"flop","tristeza","fracaso"
"floral","positivo","floral"
"flounder","miedo","platija"
"flounder","negativo","platija"
"flounder","tristeza","platija"
"flow","positivo","fluir"
"flowery","positivo","florido"
"flu","miedo","gripe"
"flu","negativo","gripe"
"fluctuation","enfado","fluctuación"
"fluctuation","miedo","fluctuación"
"fluctuation","negativo","fluctuación"
"fluke","sorpresa","casualidad"
"flush","positivo","enjuagar"
"flying","miedo","volador"
"flying","positivo","volador"
"focus","positivo","atención"
"foe","enfado","enemigo"
"foe","miedo","enemigo"
"foe","negativo","enemigo"
"foiled","negativo","frustrado"
"follower","confianza","seguidor"
"folly","negativo","locura"
"fondness","alegria","cariño"
"fondness","positivo","cariño"
"food","alegria","comida"
"food","positivo","comida"
"food","confianza","comida"
"fool","desagrado","tonto"
"fool","negativo","tonto"
"foolish","negativo","tonto"
"foolishness","negativo","tontería"
"football","anticipacion","fútbol americano"
"football","alegria","fútbol americano"
"football","positivo","fútbol americano"
"footing","confianza","pie"
"forage","negativo","forraje"
"foray","enfado","incursión"
"foray","negativo","incursión"
"forbearance","positivo","paciencia"
"forbid","negativo","prohibir"
"forbid","tristeza","prohibir"
"forbidding","enfado","amenazante"
"forbidding","miedo","amenazante"
"forbidding","negativo","amenazante"
"force","enfado","fuerza"
"force","miedo","fuerza"
"force","negativo","fuerza"
"forced","miedo","forzado"
"forced","negativo","forzado"
"forcibly","enfado","a la fuerza"
"forcibly","miedo","a la fuerza"
"forcibly","negativo","a la fuerza"
"fore","positivo","delantero"
"forearm","enfado","antebrazo"
"forearm","anticipacion","antebrazo"
"foreboding","anticipacion","presentimiento"
"foreboding","miedo","presentimiento"
"foreboding","negativo","presentimiento"
"forecast","anticipacion","pronóstico"
"forecast","confianza","pronóstico"
"foreclose","miedo","anular una hipoteca"
"foreclose","negativo","anular una hipoteca"
"foreclose","tristeza","anular una hipoteca"
"forefathers","alegria","antepasados"
"forefathers","positivo","antepasados"
"forefathers","confianza","antepasados"
"forego","negativo","adelantar"
"foregoing","positivo","precedente"
"foreign","negativo","exterior"
"foreigner","miedo","extranjero"
"foreigner","negativo","extranjero"
"foreman","positivo","capataz"
"forerunner","positivo","precursor"
"foresee","anticipacion","prever"
"foresee","positivo","prever"
"foresee","sorpresa","prever"
"foresee","confianza","prever"
"foreseen","anticipacion","visto el futuro"
"foreseen","positivo","visto el futuro"
"foresight","anticipacion","previsión"
"foresight","positivo","previsión"
"foresight","confianza","previsión"
"forewarned","anticipacion","prevenido"
"forewarned","miedo","prevenido"
"forewarned","negativo","prevenido"
"forfeit","enfado","perder"
"forfeit","negativo","perder"
"forfeit","tristeza","perder"
"forfeited","negativo","perdido"
"forfeiture","miedo","pérdida"
"forfeiture","negativo","pérdida"
"forfeiture","tristeza","pérdida"
"forge","positivo","fragua"
"forgery","negativo","falsificación"
"forget","negativo","olvidar"
"forgive","positivo","perdonar"
"forgiven","positivo","perdonado"
"forgiving","positivo","indulgente"
"forgiving","confianza","indulgente"
"forgotten","miedo","olvidado"
"forgotten","negativo","olvidado"
"forgotten","tristeza","olvidado"
"forlorn","negativo","abandonado"
"forlorn","tristeza","abandonado"
"formality","confianza","formalidad"
"formative","positivo","formativo"
"formative","confianza","formativo"
"formidable","miedo","formidable"
"forming","anticipacion","formando"
"formless","negativo","informe"
"formula","positivo","fórmula"
"formula","confianza","fórmula"
"fornication","negativo","fornicación"
"forsake","negativo","abandonar"
"forsake","tristeza","abandonar"
"forsaken","enfado","abandonado"
"forsaken","negativo","abandonado"
"forsaken","tristeza","abandonado"
"fort","confianza","fuerte"
"forte","positivo","forte"
"forthcoming","positivo","próximo"
"fortify","positivo","fortalecer"
"fortitude","alegria","fortaleza"
"fortitude","positivo","fortaleza"
"fortitude","confianza","fortaleza"
"fortress","miedo","fortaleza"
"fortress","positivo","fortaleza"
"fortress","tristeza","fortaleza"
"fortress","confianza","fortaleza"
"fortunate","positivo","afortunado"
"fortune","anticipacion","fortuna"
"fortune","alegria","fortuna"
"fortune","positivo","fortuna"
"fortune","sorpresa","fortuna"
"fortune","confianza","fortuna"
"forward","positivo","adelante"
"foul","enfado","falta"
"foul","desagrado","falta"
"foul","miedo","falta"
"foul","negativo","falta"
"found","alegria","encontró"
"found","positivo","encontró"
"found","confianza","encontró"
"foundation","positivo","Fundación"
"fracture","negativo","fractura"
"fragile","miedo","frágil"
"fragile","negativo","frágil"
"fragile","tristeza","frágil"
"fragrant","positivo","fragante"
"frailty","negativo","fragilidad"
"frailty","tristeza","fragilidad"
"framework","confianza","marco de referencia"
"frank","positivo","franco"
"frank","confianza","franco"
"frankness","positivo","franqueza"
"frankness","confianza","franqueza"
"frantic","anticipacion","frenético"
"frantic","desagrado","frenético"
"frantic","miedo","frenético"
"frantic","negativo","frenético"
"frantic","sorpresa","frenético"
"fraternal","alegria","fraternal"
"fraternal","positivo","fraternal"
"fraternal","confianza","fraternal"
"fraud","enfado","fraude"
"fraud","negativo","fraude"
"fraudulent","enfado","fraudulento"
"fraudulent","desagrado","fraudulento"
"fraudulent","negativo","fraudulento"
"fraught","miedo","tenso"
"fraught","negativo","tenso"
"fraught","tristeza","tenso"
"fray","negativo","refriega"
"frayed","negativo","raído"
"frayed","tristeza","raído"
"freakish","desagrado","monstruoso"
"freakish","miedo","monstruoso"
"freakish","negativo","monstruoso"
"freakish","sorpresa","monstruoso"
"freedom","alegria","libertad"
"freedom","positivo","libertad"
"freedom","confianza","libertad"
"freely","alegria","libremente"
"freely","positivo","libremente"
"freely","confianza","libremente"
"freezing","negativo","congelación"
"frenetic","enfado","frenético"
"frenetic","miedo","frenético"
"frenetic","negativo","frenético"
"frenetic","sorpresa","frenético"
"frenzied","enfado","frenético"
"frenzied","miedo","frenético"
"frenzied","negativo","frenético"
"frenzy","negativo","frenesí"
"fret","miedo","preocuparse"
"fret","negativo","preocuparse"
"friction","enfado","fricción"
"friend","alegria","amigo"
"friend","positivo","amigo"
"friend","confianza","amigo"
"friendliness","alegria","amabilidad"
"friendliness","positivo","amabilidad"
"friendliness","confianza","amabilidad"
"friendly","anticipacion","amistoso"
"friendly","alegria","amistoso"
"friendly","positivo","amistoso"
"friendly","confianza","amistoso"
"friendship","alegria","amistad"
"friendship","positivo","amistad"
"friendship","confianza","amistad"
"frigate","miedo","fragata"
"fright","miedo","susto"
"fright","negativo","susto"
"fright","sorpresa","susto"
"frighten","miedo","asustar"
"frighten","negativo","asustar"
"frighten","tristeza","asustar"
"frighten","sorpresa","asustar"
"frightened","miedo","asustado"
"frightened","negativo","asustado"
"frightened","sorpresa","asustado"
"frightful","enfado","espantoso"
"frightful","miedo","espantoso"
"frightful","negativo","espantoso"
"frightful","tristeza","espantoso"
"frigid","negativo","frígido"
"frisky","anticipacion","retozón"
"frisky","alegria","retozón"
"frisky","positivo","retozón"
"frisky","sorpresa","retozón"
"frivolous","negativo","frívolo"
"frolic","alegria","fiesta"
"frolic","positivo","fiesta"
"frostbite","negativo","congelación"
"froth","negativo","espuma"
"frown","negativo","fruncir el ceño"
"frown","tristeza","fruncir el ceño"
"frowning","enfado","ceñudo"
"frowning","desagrado","ceñudo"
"frowning","negativo","ceñudo"
"frowning","tristeza","ceñudo"
"frugal","positivo","frugal"
"fruitful","positivo","fructífero"
"fruitless","negativo","infructuoso"
"fruitless","tristeza","infructuoso"
"frustrate","enfado","frustrar"
"frustrate","desagrado","frustrar"
"frustrate","negativo","frustrar"
"frustrate","tristeza","frustrar"
"frustrated","enfado","frustrado"
"frustrated","negativo","frustrado"
"frustration","enfado","frustración"
"frustration","negativo","frustración"
"fudge","negativo","Dulce de azúcar"
"fugitive","enfado","fugitivo"
"fugitive","desagrado","fugitivo"
"fugitive","miedo","fugitivo"
"fugitive","negativo","fugitivo"
"fugitive","tristeza","fugitivo"
"fugitive","confianza","fugitivo"
"fulfill","alegria","cumplir"
"fulfill","positivo","cumplir"
"fulfillment","anticipacion","cumplimiento"
"fulfillment","alegria","cumplimiento"
"fulfillment","positivo","cumplimiento"
"fulfillment","confianza","cumplimiento"
"full","positivo","completo"
"fully","positivo","completamente"
"fully","confianza","completamente"
"fumble","negativo","buscar a tientas"
"fume","negativo","humo"
"fuming","enfado","echando humo"
"fuming","negativo","echando humo"
"fun","anticipacion","divertido"
"fun","alegria","divertido"
"fun","positivo","divertido"
"fundamental","positivo","fundamental"
"fundamental","confianza","fundamental"
"funeral","tristeza","funeral"
